,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,OriginCityMarketID,Origin,DestCityMarketID,Dest,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,DivAirportLandings,N-NUMBER,SERIAL NUMBER,MFR MDL CODE,ENG MFR MDL,YEAR MFR,TYPE REGISTRANT,NAME,STREET,STREET2,CITY,STATE,ZIP CODE,REGION,COUNTY,COUNTRY,LAST ACTION DATE,CERT ISSUE DATE,CERTIFICATION,TYPE AIRCRAFT,TYPE ENGINE,STATUS CODE,MODE S CODE,FRACT OWNER,AIR WORTH DATE,OTHER NAMES(1),OTHER NAMES(2),OTHER NAMES(3),OTHER NAMES(4),OTHER NAMES(5),EXPIRATION DATE,UNIQUE ID,KIT MFR, KIT MODEL,MODE S CODE HEX,CODE,MFR,MODEL,TYPE,HORSEPOWER,THRUST,CODE_aircraft,MFR_aircraft,MODEL_aircraft,TYPE-ACFT,TYPE-ENG,AC-CAT,BUILD-CERT-IND,NO-ENG,NO-SEATS,AC-WEIGHT,SPEED,TC-DATA-SHEET,TC-DATA-HOLDER,faa_registration_origin,Origin_DISPLAY_AIRPORT_NAME,Origin_DISPLAY_AIRPORT_CITY_NAME_FULL,Origin_LATITUDE,Origin_LONGITUDE,Dest_DISPLAY_AIRPORT_NAME,Dest_DISPLAY_AIRPORT_CITY_NAME_FULL,Dest_LATITUDE,Dest_LONGITUDE
89,2021,3,8,20,5,2021-08-20 00:00:00,UA,894UA,1861,30977,ORD,30994,CHS,1755,1747,-8,0,0,-1,1700-1759,26,1813,2050,7,2110,2057,-13,0,0,-1,2100-2159,0,,0,135,130,97,1,760,4,0,0,0,0,0,0,894UA,2969                          ,3940015,34608,2006,3,WELLS FARGO TRUST CO NA TRUSTEE                   ,MAC U1228-051                    ,299 S MAIN ST FL 5               ,SALT LAKE CITY    ,UT,841112689 ,S,035,US,20221207,20161214,1T        ,5,5,V ,53052763.0, ,20170531,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20291231,1238528,                              ,                    ,AC55F3    ,34608,IAE       ,V2524-A5     ,5 ,0.0,24480.0,3940015,AIRBUS                        ,A319-132            ,5,5.0,1.0,0.0,2.0,179.0,CLASS 3,0.0,A28NM          ,AIRBUS SAS                                        ,2023.0,Chicago O'Hare International,"Chicago, IL",41.97694444,-87.90805556,Charleston AFB/International,"Charleston, SC",32.89861111,-80.04055556
90,2016,3,9,13,2,2016-09-13 00:00:00,AA,4WTAA,2358,30194,DFW,33495,MSY,1350,1346,-4,0,0,-1,1300-1359,11,1357,1503,9,1513,1512,-1,0,0,-1,1500-1559,0,,0,83,86,66,1,447,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dallas/Fort Worth International,"Dallas/Fort Worth, TX",32.89722222,-97.03777778,Louis Armstrong New Orleans International,"New Orleans, LA",29.99333333,-90.25916667
91,2022,4,12,26,1,2022-12-26 00:00:00,9E,301PQ,4809,31703,JFK,30977,ORD,0945,0939,-6,0,0,-1,0900-0959,27,1006,1109,12,1144,1121,-23,0,0,-2,1100-1159,0,,0,179,162,123,1,740,3,0,0,0,0,0,0,301PQ,15301                         ,1390016,30050,2013,3,DELTA AIR LINES INC                               ,1775 M H JACKSON SERVICE RD      ,DEPT 595 AIRCRAFT REGISTRATIONS  ,ATLANTA           ,GA,30354     ,7,121,US,20221026,20131224,1T        ,5,5,V ,50622135.0, ,20131224,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20291231,1138656,                              ,                    ,A3245D    ,30050,GE        ,CF34-8C5     ,5 ,0.0,14510.0,1390016,BOMBARDIER INC                ,CL-600-2D24         ,5,5.0,1.0,0.0,2.0,95.0,CLASS 3,0.0,               ,                                                  ,2023.0,John F. Kennedy International,"New York, NY",40.64,-73.77861111,Chicago O'Hare International,"Chicago, IL",41.97694444,-87.90805556
92,2015,3,7,27,1,2015-07-27 00:00:00,EV,15980,4545,31453,IAH,31136,JAX,1926,1936,10,10,0,0,1900-1959,10,1946,2235,5,2240,2240,0,0,0,0,2200-2259,0,,0,134,124,109,1,817,4,0,0,0,0,0,0,15980,145202                        ,3260212,03030,1999,7,DELUX PUBLIC CHARTER LLC                          ,1341 W MOCKINGBIRD LN #600E      ,                                 ,DALLAS            ,TX,75247     ,2,113,US,20220818,20220818,1T        ,5,5,V ,50167447.0, ,19991218,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20250831,233513,                              ,                    ,A0EF27    ,,,,,,,3260212,EMBRAER                       ,EMB-145LR           ,5,5.0,1.0,0.0,2.0,55.0,CLASS 2,0.0,               ,                                                  ,2022.0,George Bush Intercontinental/Houston,"Houston, TX",29.98444444,-95.34138889,Jacksonville International,"Jacksonville, FL",30.49416667,-81.68777778
93,2019,1,1,16,3,2019-01-16 00:00:00,AA,544UW,1962,31057,CLT,30198,PIT,2237,2246,9,9,0,0,2200-2259,20,2306,2400,5,2358,0005,7,7,0,0,2300-2359,0,,0,81,79,54,1,366,2,0,0,0,0,0,0,544UW,4847                          ,3940032,34611,2011,3,AMERICAN AIRLINES INC                             ,1 SKYVIEW DR                     ,MD 8B369                         ,FORT WORTH        ,TX,76155     ,2,439,US,20230701,20151230,1T        ,5,5,V ,51564237.0, ,20110923,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20281231,1077060,                              ,                    ,A6E89F    ,34611,IAE       ,V2533-A5     ,5 ,0.0,31600.0,3940032,AIRBUS                        ,A321-231            ,5,5.0,1.0,0.0,2.0,379.0,CLASS 3,0.0,A28NM          ,AIRBUS SAS                                        ,2023.0,Charlotte Douglas International,"Charlotte, NC",35.21361111,-80.94916667,Pittsburgh International,"Pittsburgh, PA",40.49138889,-80.23277778
94,2019,3,9,12,4,2019-09-12 00:00:00,DL,922DX,811,30721,PVD,30397,ATL,1820,1818,-2,0,0,-1,1800-1859,16,1834,2037,8,2059,2045,-14,0,0,-1,2000-2059,0,,0,159,147,123,1,903,4,0,0,0,0,0,0,922DX,53584                         ,302369A,34609,    ,3,DELTA AIR LINES INC                               ,1775 MH JACKSON SERVICE RD       ,DEPT 595 AIRCRAFT REGISTRATIONS  ,ATLANTA           ,GA,30354     ,7,121,US,20191106,20100419,1T        ,5,5,V ,53142771.0, ,20110530,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20230331,1052051,                              ,                    ,ACC5F9    ,34609,IAE       ,V2528-D5     ,5 ,0.0,28000.0,302369A,MCDONNELL DOUGLAS             ,MD-90-30            ,5,5.0,1.0,0.0,2.0,142.0,CLASS 3,0.0,               ,                                                  ,2021.0,Rhode Island Tf Green International,"Providence, RI",41.72222222,-71.42777778,Hartsfield-Jackson Atlanta International,"Atlanta, GA",33.63666667,-84.42777778
95,2018,3,7,30,1,2018-07-30 00:00:00,WN,229WN,36,31453,HOU,30194,DAL,1500,1544,44,44,1,2,1500-1559,8,1552,1631,3,1605,1634,29,29,1,1,1600-1659,0,,0,65,50,39,1,239,1,0,0,0,0,29,0,229WN,32498                         ,1384404,13802,2006,3,SOUTHWEST AIRLINES CO                             ,2702 LOVE FIELD DR # HDQ-4GC     ,                                 ,DALLAS            ,TX,752351908 ,2,113,US,20230902,20060217,1T        ,5,5,V ,50402161.0, ,20060128,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20290930,191409,                              ,                    ,A20471    ,13802,CFM INTL. ,CFM56 SERIES ,5 ,2200.0,0.0,1384404,BOEING                        ,737-7H4             ,5,5.0,1.0,0.0,2.0,140.0,CLASS 3,0.0,               ,                                                  ,2023.0,William P Hobby,"Houston, TX",29.64583333,-95.27722222,Dallas Love Field,"Dallas, TX",32.84583333,-96.85083333
96,2019,3,7,9,2,2019-07-09 00:00:00,OO,916SW,5637,32457,SFO,32575,BUR,2035,2033,-2,0,0,-1,2000-2059,14,2047,2142,28,2155,2210,15,15,1,1,2100-2159,0,,0,80,97,55,1,326,2,0,0,15,0,0,0,916SW,7634                          ,1390008,30015,2002,3,SKYWEST AILINES INC                               ,444 S RIVER RD                   ,                                 ,ST GEORGE         ,UT,847902085 ,S,053,US,20230421,20180227,1T        ,5,5,V ,53127232.0, ,20020408,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20280229,243956,                              ,                    ,ACAE9A    ,30015,GE        ,CF34 SERIES  ,5 ,0.0,9140.0,1390008,BOMBARDIER INC                ,CL-600-2B19         ,5,5.0,1.0,0.0,2.0,55.0,CLASS 3,0.0,               ,                                                  ,2023.0,San Francisco International,"San Francisco, CA",37.61888889,-122.37555556,Bob Hope,"Burbank, CA",34.20055556,-118.35861111
97,2015,1,2,12,4,2015-02-12 00:00:00,UA,76528,1247,30647,CLE,32467,FLL,0700,0720,20,20,1,1,0700-0759,49,0809,1050,6,1006,1056,50,50,1,3,1000-1059,0,,0,186,216,161,1,1062,5,20,0,30,0,0,0,76528,31663                         ,13844BZ,13099,2010,3,UNITED AIRLINES INC                               ,ATTN TREASURER WILLIS TOWER      ,233 SOUTH WACKER DRIVE           ,CHICAGO           ,IL,60606     ,C,031,US,20230728,20110817,1T        ,5,5,V ,52453332.0, ,20110812,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20270831,1060895,                              ,                    ,AA56DA    ,13099,CFM INTL  ,CFM56-7B26E  ,5 ,0.0,26300.0,13844BZ,BOEING                        ,737-824             ,5,5.0,1.0,0.0,2.0,149.0,CLASS 3,0.0,               ,                                                  ,2023.0,Cleveland-Hopkins International,"Cleveland, OH",41.40944444,-81.85472222,Fort Lauderdale-Hollywood International,"Fort Lauderdale, FL",26.07166667,-80.14972222
98,2022,3,7,7,4,2022-07-07 00:00:00,OO,870DC,3260,31695,FLG,30466,PHX,1723,1714,-9,0,0,-1,1700-1759,28,1742,1810,5,1815,1815,0,0,0,0,1800-1859,0,,0,52,61,28,1,119,1,0,0,0,0,0,0,870DC,10314                         ,1390015,30051,2010,3,SKYWEST AIRLINES INC                              ,444 S RIVER RD                   ,                                 ,ST GEORGE         ,UT,847902085 ,S,053,US,20230428,20210317,1T        ,5,5,V ,52773244.0, ,20101026,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20280331,1060526,                              ,                    ,ABF6A4    ,30051,GE        ,CF34-8C5A1   ,5 ,0.0,14510.0,1390015,BOMBARDIER INC                ,CL-600-2C10         ,5,5.0,1.0,0.0,2.0,80.0,CLASS 3,0.0,               ,                                                  ,2023.0,Flagstaff Pulliam,"Flagstaff, AZ",35.14027778,-111.66916667,Phoenix Sky Harbor International,"Phoenix, AZ",33.43416667,-112.01166667
99,2022,1,1,28,5,2022-01-28 00:00:00,DL,334DN,2358,31295,DTW,30325,DEN,2125,2124,-1,0,0,-1,2100-2159,12,2136,2205,8,2255,2213,-42,0,0,-2,2200-2259,0,,0,210,169,149,1,1123,5,0,0,0,0,0,0,334DN,8040                          ,3940005,13101,2017,3,BANK OF UTAH TRUSTEE                              ,50 S 200 E STE 110               ,                                 ,SALT LAKE CITY    ,UT,841111617 ,S,035,US,20230122,20200519,1T        ,5,5,V ,50722403.0, ,20171223,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,20270531,1268332,                              ,                    ,A3A503    ,13101,CFM INTL  ,CFM56-5B3/3  ,5 ,0.0,32000.0,3940005,AIRBUS                        ,A321-211            ,5,5.0,1.0,0.0,2.0,199.0,CLASS 3,0.0,A28NM          ,AIRBUS SAS                                        ,2023.0,Detroit Metro Wayne County,"Detroit, MI",42.2125,-83.35333333,Denver International,"Denver, CO",39.86166667,-104.67305556
